A1,A2,A3,A4,A5,A6,A7,A8,A9,target
37.0,0.0,83.0,5.0,36.0,0.0,46.0,46.0,0.0,1
43.0,0.0,83.0,0.0,44.0,30.0,39.0,39.0,0.0,1
56.0,0.0,78.0,0.0,42.0,-22.0,22.0,37.0,14.0,4
57.0,0.0,106.0,0.0,56.0,0.0,49.0,49.0,0.0,1
37.0,0.0,79.0,0.0,36.0,16.0,42.0,43.0,2.0,1
37.0,0.0,76.0,0.0,36.0,21.0,40.0,40.0,0.0,1
49.0,0.0,85.0,0.0,50.0,22.0,36.0,36.0,0.0,1
42.0,0.0,86.0,5.0,42.0,0.0,44.0,45.0,0.0,1
82.0,0.0,86.0,0.0,-12.0,-30.0,3.0,99.0,96.0,5
104.0,0.0,105.0,0.0,70.0,0.0,1.0,35.0,34.0,5
56.0,1.0,96.0,0.0,52.0,-12.0,40.0,44.0,4.0,4
45.0,-2.0,79.0,0.0,46.0,19.0,33.0,32.0,0.0,1
43.0,-5.0,79.0,0.0,42.0,0.0,37.0,38.0,2.0,1
37.0,0.0,103.0,0.0,18.0,-18.0,66.0,85.0,18.0,1
37.0,0.0,75.0,0.0,34.0,17.0,38.0,41.0,2.0,1
45.0,-1.0,81.0,0.0,46.0,11.0,36.0,35.0,0.0,1
40.0,0.0,109.0,8.0,38.0,0.0,69.0,71.0,2.0,1
38.0,1.0,79.0,0.0,38.0,4.0,41.0,40.0,0.0,1
37.0,0.0,95.0,0.0,10.0,18.0,58.0,84.0,26.0,1
81.0,2.0,85.0,0.0,-40.0,11.0,4.0,126.0,122.0,5
56.0,0.0,96.0,5.0,50.0,0.0,40.0,47.0,6.0,4
55.0,0.0,79.0,6.0,16.0,15.0,23.0,63.0,40.0,4
48.0,-5.0,79.0,0.0,46.0,0.0,31.0,32.0,2.0,1
55.0,0.0,93.0,-1.0,16.0,-30.0,38.0,78.0,40.0,4
37.0,0.0,77.0,0.0,18.0,7.0,41.0,59.0,18.0,1
40.0,0.0,81.0,8.0,38.0,0.0,40.0,42.0,2.0,1
41.0,0.0,77.0,-6.0,42.0,5.0,36.0,35.0,0.0,1
53.0,0.0,89.0,6.0,54.0,0.0,36.0,35.0,0.0,1
54.0,-4.0,90.0,0.0,54.0,0.0,36.0,36.0,0.0,1
39.0,1.0,106.0,2.0,38.0,0.0,67.0,67.0,0.0,1
47.0,0.0,93.0,-3.0,46.0,0.0,46.0,47.0,0.0,1
56.0,4.0,82.0,0.0,54.0,-28.0,26.0,28.0,2.0,1
55.0,0.0,76.0,0.0,-14.0,23.0,21.0,92.0,70.0,4
51.0,0.0,84.0,0.0,50.0,0.0,33.0,35.0,2.0,1
51.0,1.0,78.0,0.0,50.0,-4.0,27.0,29.0,2.0,1
43.0,0.0,79.0,0.0,44.0,19.0,35.0,35.0,0.0,1
55.0,0.0,81.0,0.0,-20.0,5.0,26.0,102.0,76.0,4
41.0,0.0,83.0,3.0,38.0,-12.0,42.0,44.0,2.0,1
44.0,-3.0,78.0,0.0,44.0,1.0,34.0,34.0,0.0,1
44.0,-21.0,82.0,0.0,44.0,0.0,38.0,38.0,0.0,1
56.0,-2.0,86.0,-6.0,56.0,0.0,30.0,30.0,0.0,1
55.0,-4.0,97.0,0.0,50.0,0.0,42.0,48.0,6.0,4
47.0,3.0,79.0,2.0,46.0,0.0,31.0,32.0,0.0,1
41.0,0.0,79.0,-7.0,38.0,-1.0,39.0,41.0,2.0,1
37.0,0.0,106.0,0.0,20.0,-16.0,69.0,85.0,16.0,1
44.0,-3.0,79.0,0.0,42.0,-26.0,35.0,37.0,2.0,1
48.0,1.0,82.0,-1.0,46.0,0.0,34.0,35.0,2.0,1
56.0,0.0,81.0,0.0,-2.0,-3.0,25.0,83.0,58.0,4
54.0,5.0,77.0,0.0,-22.0,0.0,24.0,101.0,78.0,4
56.0,0.0,96.0,-1.0,52.0,28.0,40.0,44.0,4.0,4
44.0,0.0,77.0,0.0,44.0,9.0,34.0,34.0,0.0,1
49.0,0.0,77.0,0.0,50.0,23.0,29.0,28.0,0.0,1
56.0,-3.0,97.0,0.0,44.0,5.0,41.0,53.0,12.0,4
43.0,-3.0,78.0,0.0,44.0,20.0,35.0,34.0,0.0,1
47.0,0.0,86.0,-2.0,46.0,0.0,39.0,40.0,0.0,1
37.0,-13.0,106.0,0.0,30.0,0.0,69.0,75.0,6.0,1
47.0,-1.0,90.0,0.0,46.0,0.0,43.0,43.0,0.0,1
49.0,0.0,90.0,0.0,46.0,-21.0,42.0,44.0,2.0,1
37.0,0.0,81.0,0.0,30.0,-17.0,45.0,50.0,6.0,1
37.0,0.0,81.0,0.0,30.0,20.0,45.0,50.0,6.0,1
45.0,1.0,76.0,-7.0,44.0,0.0,31.0,32.0,0.0,1
45.0,3.0,76.0,1.0,44.0,0.0,31.0,32.0,2.0,1
56.0,0.0,96.0,-2.0,52.0,-2.0,40.0,44.0,4.0,4
37.0,0.0,75.0,0.0,28.0,-7.0,38.0,46.0,8.0,1
50.0,0.0,78.0,-6.0,50.0,0.0,28.0,29.0,0.0,1
56.0,0.0,97.0,0.0,54.0,8.0,41.0,43.0,2.0,1
45.0,0.0,78.0,0.0,44.0,-22.0,33.0,34.0,2.0,1
41.0,1.0,82.0,0.0,42.0,6.0,41.0,41.0,0.0,1
44.0,-1.0,86.0,0.0,44.0,2.0,43.0,42.0,0.0,1
44.0,0.0,83.0,5.0,44.0,0.0,39.0,39.0,0.0,1
50.0,2.0,88.0,0.0,50.0,0.0,37.0,39.0,2.0,1
41.0,5.0,77.0,0.0,38.0,-24.0,36.0,39.0,2.0,1
56.0,0.0,92.0,0.0,50.0,15.0,36.0,43.0,6.0,4
43.0,-1.0,86.0,0.0,44.0,24.0,43.0,42.0,0.0,1
44.0,2.0,83.0,2.0,44.0,0.0,38.0,39.0,0.0,1
53.0,0.0,88.0,0.0,54.0,6.0,35.0,34.0,0.0,1
45.0,0.0,84.0,-5.0,44.0,0.0,39.0,40.0,0.0,1
44.0,0.0,95.0,0.0,44.0,5.0,52.0,51.0,0.0,1
37.0,0.0,97.0,0.0,12.0,19.0,59.0,84.0,24.0,1
41.0,0.0,83.0,3.0,42.0,0.0,41.0,41.0,0.0,1
46.0,0.0,76.0,1.0,46.0,3.0,30.0,29.0,0.0,1
49.0,3.0,106.0,0.0,46.0,-9.0,58.0,60.0,2.0,1
56.0,0.0,98.0,-1.0,46.0,0.0,42.0,51.0,10.0,4
41.0,4.0,83.0,0.0,42.0,14.0,41.0,41.0,0.0,1
56.0,0.0,92.0,-7.0,0.0,1.0,36.0,92.0,56.0,4
51.0,0.0,88.0,0.0,50.0,-10.0,37.0,39.0,2.0,1
56.0,0.0,97.0,0.0,52.0,-6.0,41.0,45.0,4.0,4
37.0,0.0,78.0,0.0,12.0,3.0,41.0,65.0,24.0,1
37.0,1.0,80.0,0.0,34.0,0.0,43.0,46.0,4.0,1
37.0,0.0,83.0,0.0,30.0,-24.0,46.0,52.0,6.0,1
108.0,5.0,109.0,3.0,70.0,-30.0,1.0,39.0,38.0,5
102.0,0.0,102.0,-4.0,72.0,22.0,1.0,30.0,30.0,5
55.0,0.0,79.0,5.0,6.0,0.0,23.0,74.0,50.0,4
56.0,5.0,81.0,0.0,56.0,2.0,25.0,24.0,0.0,1
37.0,0.0,80.0,0.0,12.0,10.0,43.0,67.0,24.0,1
53.0,0.0,84.0,0.0,54.0,2.0,30.0,30.0,0.0,1
51.0,-4.0,86.0,0.0,50.0,-7.0,35.0,37.0,2.0,1
41.0,3.0,82.0,0.0,38.0,-26.0,41.0,43.0,2.0,1
57.0,4.0,82.0,1.0,56.0,0.0,25.0,25.0,0.0,1
38.0,0.0,105.0,0.0,38.0,9.0,67.0,66.0,0.0,1
55.0,0.0,79.0,0.0,26.0,12.0,23.0,53.0,30.0,4
52.0,0.0,88.0,0.0,54.0,31.0,36.0,34.0,0.0,1
84.0,0.0,88.0,0.0,0.0,16.0,3.0,88.0,84.0,5
55.0,0.0,92.0,0.0,36.0,0.0,37.0,56.0,20.0,4
82.0,-2.0,87.0,0.0,-40.0,0.0,5.0,128.0,124.0,5
37.0,-3.0,103.0,0.0,34.0,0.0,66.0,69.0,4.0,1
45.0,-1.0,76.0,0.0,44.0,0.0,31.0,32.0,0.0,1
38.0,0.0,92.0,0.0,24.0,7.0,54.0,69.0,14.0,1
39.0,0.0,77.0,0.0,38.0,0.0,38.0,38.0,0.0,1
45.0,-1.0,93.0,0.0,44.0,-20.0,48.0,50.0,2.0,1
44.0,0.0,81.0,1.0,44.0,17.0,37.0,37.0,0.0,1
37.0,0.0,74.0,-5.0,28.0,0.0,37.0,46.0,8.0,1
39.0,-2.0,100.0,0.0,38.0,0.0,61.0,62.0,0.0,1
56.0,0.0,95.0,0.0,50.0,25.0,40.0,46.0,6.0,4
62.0,0.0,109.0,0.0,62.0,21.0,48.0,47.0,0.0,1
43.0,0.0,87.0,0.0,44.0,19.0,44.0,43.0,0.0,1
39.0,0.0,81.0,5.0,38.0,0.0,43.0,43.0,0.0,1
49.0,1.0,82.0,0.0,50.0,16.0,33.0,33.0,0.0,1
37.0,0.0,95.0,-4.0,24.0,-11.0,58.0,72.0,14.0,1
45.0,0.0,84.0,0.0,44.0,-9.0,39.0,41.0,2.0,1
37.0,1.0,81.0,6.0,36.0,0.0,43.0,44.0,2.0,1
55.0,-1.0,95.0,0.0,46.0,-23.0,40.0,49.0,8.0,4
55.0,0.0,82.0,0.0,-24.0,-2.0,26.0,108.0,82.0,4
55.0,0.0,96.0,0.0,52.0,-23.0,41.0,44.0,4.0,4
55.0,0.0,79.0,0.0,20.0,-3.0,23.0,58.0,34.0,4
80.0,0.0,84.0,0.0,-36.0,-5.0,4.0,120.0,116.0,5
56.0,0.0,97.0,0.0,46.0,31.0,41.0,50.0,10.0,4
55.0,0.0,76.0,10.0,-22.0,0.0,21.0,99.0,78.0,4
55.0,-1.0,98.0,0.0,52.0,1.0,42.0,46.0,4.0,4
37.0,0.0,77.0,0.0,0.0,-19.0,40.0,77.0,36.0,1
47.0,0.0,86.0,-2.0,46.0,-3.0,40.0,40.0,0.0,1
48.0,0.0,82.0,0.0,50.0,21.0,34.0,33.0,0.0,1
52.0,3.0,84.0,0.0,52.0,0.0,33.0,33.0,0.0,1
45.0,0.0,82.0,0.0,44.0,-19.0,37.0,38.0,2.0,1
41.0,0.0,86.0,-1.0,38.0,-7.0,46.0,48.0,2.0,1
55.0,0.0,95.0,1.0,36.0,-30.0,40.0,59.0,20.0,4
37.0,0.0,77.0,0.0,30.0,13.0,40.0,46.0,6.0,1
37.0,0.0,92.0,0.0,20.0,4.0,55.0,71.0,16.0,1
76.0,0.0,81.0,0.0,-42.0,-23.0,5.0,125.0,120.0,5
56.0,0.0,98.0,0.0,52.0,7.0,42.0,46.0,4.0,4
45.0,0.0,79.0,0.0,46.0,15.0,34.0,33.0,0.0,1
49.0,4.0,85.0,0.0,50.0,5.0,36.0,36.0,0.0,1
45.0,0.0,86.0,0.0,44.0,-28.0,40.0,42.0,2.0,1
55.0,-3.0,108.0,0.0,54.0,0.0,53.0,54.0,0.0,1
55.0,0.0,95.0,3.0,36.0,0.0,40.0,59.0,20.0,4
56.0,0.0,95.0,0.0,56.0,2.0,39.0,39.0,0.0,1
51.0,2.0,86.0,0.0,50.0,0.0,35.0,37.0,2.0,1
56.0,-1.0,95.0,0.0,46.0,3.0,40.0,49.0,10.0,4
37.0,0.0,76.0,8.0,30.0,0.0,39.0,45.0,6.0,1
44.0,1.0,87.0,-8.0,42.0,-15.0,43.0,46.0,2.0,1
83.0,0.0,86.0,0.0,-4.0,24.0,3.0,92.0,88.0,5
55.0,0.0,78.0,0.0,18.0,13.0,23.0,60.0,38.0,4
44.0,4.0,76.0,0.0,44.0,1.0,31.0,32.0,0.0,1
56.0,0.0,96.0,-2.0,50.0,-8.0,40.0,47.0,6.0,4
46.0,0.0,81.0,1.0,46.0,5.0,35.0,35.0,0.0,1
45.0,5.0,86.0,2.0,44.0,0.0,42.0,42.0,0.0,1
48.0,0.0,86.0,0.0,50.0,26.0,38.0,37.0,0.0,1
50.0,1.0,107.0,0.0,50.0,0.0,57.0,58.0,0.0,1
42.0,5.0,77.0,-1.0,42.0,0.0,36.0,36.0,0.0,1
47.0,-4.0,95.0,0.0,46.0,0.0,49.0,49.0,0.0,1
37.0,0.0,94.0,0.0,16.0,1.0,57.0,79.0,22.0,1
59.0,3.0,86.0,8.0,60.0,30.0,28.0,27.0,0.0,1
47.0,5.0,76.0,0.0,46.0,0.0,29.0,30.0,0.0,1
51.0,-5.0,82.0,0.0,50.0,-16.0,31.0,33.0,2.0,1
49.0,0.0,107.0,0.0,46.0,-3.0,58.0,60.0,2.0,1
37.0,-3.0,106.0,0.0,36.0,0.0,69.0,69.0,0.0,1
45.0,0.0,87.0,0.0,44.0,-11.0,42.0,43.0,2.0,1
47.0,-177.0,86.0,0.0,46.0,0.0,39.0,39.0,0.0,1
47.0,0.0,85.0,-7.0,46.0,0.0,38.0,39.0,0.0,1
42.0,0.0,84.0,-2.0,42.0,0.0,42.0,43.0,0.0,1
41.0,0.0,83.0,1.0,42.0,11.0,41.0,41.0,0.0,1
37.0,0.0,78.0,0.0,16.0,-4.0,42.0,63.0,22.0,1
56.0,0.0,83.0,0.0,56.0,6.0,26.0,26.0,0.0,1
41.0,-1.0,97.0,-6.0,38.0,-12.0,56.0,58.0,2.0,1
105.0,0.0,107.0,-1.0,70.0,-1.0,1.0,37.0,36.0,5
41.0,1.0,81.0,0.0,42.0,10.0,39.0,39.0,0.0,1
84.0,0.0,88.0,0.0,-2.0,-22.0,3.0,90.0,88.0,5
53.0,0.0,78.0,0.0,52.0,-11.0,25.0,26.0,2.0,1
57.0,-2.0,86.0,0.0,56.0,0.0,30.0,30.0,0.0,1
37.0,0.0,76.0,0.0,30.0,9.0,40.0,45.0,6.0,1
46.0,0.0,90.0,0.0,46.0,5.0,44.0,44.0,0.0,1
43.0,0.0,77.0,1.0,42.0,0.0,34.0,36.0,2.0,1
57.0,8.0,76.0,17.0,-4.0,0.0,19.0,81.0,62.0,4
45.0,0.0,86.0,1.0,44.0,-8.0,41.0,42.0,2.0,1
44.0,1.0,86.0,0.0,44.0,9.0,42.0,42.0,0.0,1
56.0,-2.0,97.0,-6.0,50.0,-8.0,41.0,48.0,6.0,4
49.0,-2.0,107.0,0.0,50.0,8.0,58.0,58.0,0.0,1
45.0,2.0,93.0,0.0,44.0,0.0,48.0,50.0,2.0,1
37.0,0.0,108.0,0.0,34.0,-27.0,71.0,75.0,4.0,1
46.0,0.0,81.0,0.0,46.0,14.0,35.0,34.0,0.0,1
37.0,1.0,80.0,0.0,34.0,1.0,43.0,46.0,4.0,1
43.0,0.0,81.0,-1.0,42.0,-3.0,37.0,39.0,2.0,1
58.0,-2.0,86.0,8.0,56.0,0.0,28.0,30.0,2.0,1
55.0,0.0,77.0,-5.0,30.0,0.0,21.0,46.0,24.0,4
79.0,0.0,83.0,0.0,-42.0,0.0,5.0,127.0,122.0,5
56.0,0.0,98.0,3.0,50.0,-2.0,42.0,49.0,8.0,4
41.0,0.0,85.0,-5.0,38.0,0.0,44.0,46.0,2.0,1
46.0,0.0,76.0,-6.0,46.0,0.0,30.0,29.0,0.0,1
41.0,-4.0,77.0,0.0,38.0,-11.0,36.0,38.0,2.0,1
46.0,0.0,85.0,0.0,44.0,-16.0,39.0,41.0,2.0,1
47.0,0.0,81.0,-6.0,46.0,0.0,33.0,34.0,0.0,1
41.0,0.0,86.0,0.0,38.0,-11.0,45.0,47.0,2.0,1
41.0,0.0,83.0,-1.0,42.0,4.0,41.0,41.0,0.0,1
53.0,0.0,79.0,-1.0,54.0,3.0,25.0,24.0,0.0,1
37.0,0.0,83.0,-2.0,8.0,-10.0,46.0,75.0,28.0,1
55.0,0.0,79.0,-3.0,18.0,-7.0,23.0,61.0,38.0,4
37.0,0.0,103.0,0.0,20.0,8.0,66.0,82.0,16.0,1
55.0,0.0,80.0,-2.0,-2.0,12.0,25.0,83.0,58.0,4
56.0,3.0,93.0,0.0,46.0,0.0,37.0,46.0,10.0,4
37.0,-1.0,77.0,0.0,38.0,17.0,39.0,38.0,0.0,1
43.0,0.0,78.0,-1.0,42.0,0.0,35.0,37.0,2.0,1
55.0,0.0,82.0,3.0,-18.0,-15.0,26.0,100.0,74.0,4
44.0,5.0,79.0,0.0,44.0,19.0,35.0,35.0,0.0,1
55.0,0.0,77.0,-1.0,0.0,10.0,22.0,77.0,56.0,4
50.0,-3.0,78.0,0.0,50.0,0.0,28.0,29.0,2.0,1
43.0,5.0,83.0,0.0,42.0,0.0,40.0,41.0,2.0,1
41.0,-3.0,75.0,0.0,38.0,-22.0,34.0,36.0,2.0,1
56.0,0.0,81.0,0.0,-6.0,3.0,25.0,89.0,64.0,4
55.0,0.0,77.0,0.0,-28.0,-8.0,21.0,105.0,84.0,4
50.0,-1.0,84.0,-3.0,50.0,-4.0,34.0,35.0,0.0,1
46.0,0.0,76.0,1.0,44.0,-15.0,30.0,32.0,2.0,1
55.0,0.0,78.0,-1.0,8.0,0.0,23.0,70.0,48.0,4
49.0,0.0,89.0,0.0,46.0,-4.0,40.0,42.0,2.0,1
37.0,0.0,76.0,0.0,36.0,-10.0,39.0,40.0,2.0,1
46.0,1.0,86.0,0.0,46.0,9.0,41.0,40.0,0.0,1
37.0,0.0,76.0,0.0,16.0,-11.0,39.0,61.0,22.0,1
46.0,0.0,77.0,-7.0,46.0,9.0,31.0,30.0,0.0,1
45.0,-5.0,82.0,0.0,46.0,19.0,37.0,35.0,0.0,1
59.0,4.0,84.0,0.0,60.0,0.0,25.0,24.0,0.0,1
56.0,-2.0,84.0,0.0,54.0,-14.0,28.0,30.0,2.0,1
55.0,0.0,93.0,0.0,50.0,0.0,37.0,44.0,6.0,4
38.0,1.0,92.0,0.0,12.0,8.0,54.0,79.0,24.0,1
55.0,0.0,93.0,0.0,6.0,-8.0,37.0,88.0,50.0,4
56.0,0.0,86.0,1.0,56.0,13.0,31.0,30.0,0.0,1
83.0,0.0,86.0,0.0,-4.0,9.0,3.0,92.0,88.0,5
37.0,0.0,77.0,0.0,36.0,13.0,40.0,41.0,2.0,1
56.0,0.0,98.0,0.0,44.0,-6.0,42.0,54.0,12.0,4
49.0,0.0,77.0,0.0,46.0,-6.0,28.0,30.0,2.0,1
53.0,0.0,87.0,0.0,54.0,7.0,34.0,33.0,0.0,1
37.0,0.0,80.0,0.0,24.0,2.0,43.0,57.0,14.0,1
55.0,0.0,83.0,0.0,-28.0,-19.0,27.0,111.0,84.0,4
37.0,0.0,97.0,-2.0,34.0,0.0,59.0,63.0,4.0,1
43.0,0.0,88.0,0.0,44.0,24.0,44.0,44.0,0.0,1
37.0,0.0,92.0,2.0,16.0,0.0,54.0,76.0,22.0,1
56.0,1.0,87.0,1.0,56.0,0.0,31.0,30.0,0.0,1
79.0,0.0,83.0,-5.0,-46.0,0.0,4.0,129.0,126.0,5
55.0,0.0,79.0,0.0,12.0,-6.0,23.0,66.0,42.0,4
45.0,0.0,88.0,0.0,46.0,18.0,42.0,41.0,0.0,1
76.0,0.0,81.0,-1.0,-40.0,13.0,5.0,122.0,118.0,5
56.0,5.0,95.0,0.0,34.0,0.0,40.0,62.0,22.0,4
55.0,0.0,81.0,0.0,-10.0,-3.0,25.0,91.0,66.0,4
39.0,1.0,79.0,2.0,38.0,0.0,39.0,40.0,0.0,1
39.0,-5.0,81.0,0.0,38.0,0.0,43.0,43.0,0.0,1
37.0,0.0,78.0,0.0,30.0,16.0,41.0,47.0,6.0,1
39.0,-3.0,97.0,0.0,38.0,0.0,59.0,59.0,0.0,1
37.0,0.0,79.0,0.0,26.0,0.0,43.0,54.0,10.0,1
45.0,0.0,81.0,3.0,44.0,-9.0,35.0,37.0,2.0,1
37.0,0.0,82.0,-2.0,-2.0,12.0,45.0,85.0,40.0,1
55.0,0.0,79.0,0.0,10.0,6.0,23.0,68.0,46.0,4
55.0,0.0,79.0,0.0,10.0,19.0,23.0,68.0,46.0,4
37.0,0.0,77.0,0.0,-18.0,-12.0,40.0,95.0,54.0,1
37.0,0.0,92.0,5.0,10.0,0.0,54.0,81.0,28.0,1
53.0,0.0,81.0,0.0,52.0,-16.0,28.0,30.0,2.0,1
47.0,-4.0,79.0,2.0,46.0,0.0,33.0,33.0,0.0,1
49.0,0.0,89.0,0.0,50.0,18.0,40.0,40.0,0.0,1
37.0,0.0,96.0,0.0,20.0,4.0,59.0,75.0,16.0,1
49.0,0.0,95.0,0.0,50.0,8.0,47.0,46.0,0.0,1
82.0,0.0,85.0,-1.0,-12.0,0.0,3.0,98.0,94.0,5
47.0,4.0,83.0,0.0,46.0,0.0,35.0,36.0,0.0,1
37.0,0.0,79.0,0.0,24.0,-3.0,43.0,56.0,14.0,1
55.0,0.0,93.0,-2.0,18.0,0.0,38.0,75.0,38.0,4
37.0,0.0,77.0,0.0,30.0,-6.0,40.0,46.0,6.0,1
56.0,2.0,98.0,1.0,46.0,0.0,42.0,51.0,10.0,4
37.0,0.0,79.0,-2.0,10.0,-7.0,42.0,68.0,26.0,1
37.0,0.0,86.0,0.0,36.0,-9.0,48.0,50.0,2.0,1
37.0,0.0,91.0,-1.0,6.0,0.0,54.0,86.0,32.0,1
43.0,0.0,95.0,0.0,44.0,25.0,52.0,51.0,0.0,1
45.0,-1.0,87.0,0.0,44.0,-13.0,42.0,43.0,2.0,1
56.0,5.0,97.0,0.0,54.0,0.0,40.0,42.0,2.0,1
56.0,0.0,96.0,0.0,54.0,-22.0,40.0,42.0,2.0,1
53.0,-1.0,84.0,0.0,52.0,-27.0,31.0,32.0,2.0,1
51.0,-2.0,88.0,0.0,50.0,-5.0,37.0,39.0,2.0,1
56.0,0.0,81.0,-1.0,-10.0,26.0,25.0,92.0,66.0,4
37.0,0.0,80.0,-2.0,38.0,31.0,43.0,41.0,0.0,1
37.0,0.0,90.0,0.0,36.0,21.0,53.0,54.0,2.0,1
55.0,-4.0,83.0,4.0,54.0,0.0,28.0,29.0,0.0,1
44.0,0.0,83.0,0.0,42.0,-14.0,39.0,41.0,2.0,1
56.0,0.0,81.0,0.0,-6.0,7.0,25.0,88.0,64.0,4
43.0,1.0,102.0,0.0,42.0,-4.0,59.0,61.0,2.0,1
41.0,2.0,75.0,0.0,38.0,0.0,34.0,36.0,2.0,1
85.0,0.0,88.0,0.0,6.0,3.0,3.0,83.0,80.0,5
55.0,-4.0,77.0,0.0,54.0,0.0,22.0,23.0,0.0,1
49.0,2.0,83.0,0.0,46.0,-17.0,34.0,37.0,2.0,1
84.0,2.0,88.0,0.0,0.0,1.0,3.0,88.0,84.0,5
85.0,-27.0,89.0,0.0,8.0,0.0,4.0,81.0,78.0,5
45.0,1.0,86.0,-7.0,44.0,-6.0,40.0,42.0,2.0,1
37.0,0.0,76.0,-4.0,28.0,0.0,40.0,48.0,8.0,1
53.0,0.0,86.0,-1.0,54.0,-1.0,32.0,32.0,0.0,1
55.0,0.0,78.0,0.0,8.0,22.0,23.0,70.0,48.0,4
51.0,-2.0,88.0,0.0,50.0,-7.0,37.0,39.0,2.0,1
45.0,-4.0,85.0,0.0,44.0,0.0,40.0,41.0,2.0,1
37.0,0.0,82.0,-6.0,28.0,0.0,45.0,54.0,8.0,1
37.0,0.0,84.0,0.0,28.0,-1.0,47.0,55.0,8.0,1
80.0,0.0,84.0,0.0,-42.0,-14.0,4.0,128.0,124.0,5
55.0,0.0,97.0,0.0,46.0,-6.0,41.0,50.0,8.0,4
43.0,-1.0,77.0,0.0,42.0,-5.0,34.0,35.0,2.0,1
48.0,-3.0,84.0,0.0,46.0,-2.0,36.0,38.0,2.0,1
52.0,0.0,86.0,2.0,52.0,-6.0,33.0,34.0,0.0,1
55.0,3.0,85.0,0.0,54.0,0.0,30.0,31.0,2.0,1
56.0,-1.0,95.0,-5.0,42.0,-8.0,40.0,54.0,14.0,4
55.0,0.0,96.0,0.0,50.0,-13.0,41.0,47.0,6.0,4
80.0,5.0,83.0,0.0,-28.0,0.0,3.0,112.0,108.0,5
53.0,0.0,103.0,0.0,52.0,-6.0,50.0,51.0,2.0,1
37.0,0.0,76.0,0.0,36.0,6.0,38.0,39.0,2.0,1
45.0,0.0,83.0,0.0,44.0,-4.0,37.0,39.0,2.0,1
44.0,1.0,85.0,0.0,44.0,11.0,41.0,41.0,0.0,1
53.0,0.0,81.0,0.0,52.0,-18.0,28.0,29.0,2.0,1
56.0,0.0,92.0,6.0,50.0,0.0,36.0,43.0,6.0,4
55.0,0.0,93.0,-1.0,10.0,-2.0,37.0,82.0,46.0,4
40.0,0.0,80.0,-2.0,38.0,-3.0,40.0,41.0,2.0,1
37.0,0.0,81.0,0.0,20.0,-15.0,44.0,60.0,16.0,1
49.0,1.0,95.0,3.0,50.0,0.0,46.0,46.0,0.0,1
39.0,5.0,81.0,0.0,38.0,0.0,42.0,43.0,0.0,1
56.0,0.0,92.0,5.0,-2.0,0.0,36.0,95.0,58.0,4
59.0,0.0,86.0,1.0,60.0,11.0,28.0,27.0,0.0,1
38.0,2.0,76.0,0.0,36.0,-14.0,38.0,40.0,2.0,1
49.0,0.0,79.0,2.0,50.0,4.0,31.0,30.0,0.0,1
37.0,-1.0,106.0,155.0,34.0,-7.0,69.0,72.0,4.0,1
55.0,0.0,77.0,0.0,24.0,30.0,22.0,54.0,32.0,4
40.0,0.0,109.0,3.0,38.0,0.0,69.0,71.0,2.0,1
37.0,-1.0,79.0,0.0,24.0,31.0,42.0,55.0,14.0,1
56.0,0.0,81.0,1.0,-22.0,0.0,25.0,105.0,80.0,4
82.0,0.0,85.0,0.0,-4.0,-26.0,3.0,90.0,88.0,5
37.0,0.0,83.0,0.0,-4.0,-5.0,46.0,88.0,42.0,1
37.0,0.0,76.0,-3.0,20.0,-3.0,40.0,55.0,16.0,1
56.0,5.0,97.0,0.0,38.0,12.0,40.0,58.0,18.0,4
37.0,0.0,77.0,-3.0,28.0,-23.0,40.0,48.0,8.0,1
38.0,3.0,76.0,0.0,38.0,0.0,37.0,37.0,0.0,1
43.0,1.0,102.0,0.0,44.0,31.0,59.0,58.0,0.0,1
49.0,0.0,88.0,-3.0,50.0,6.0,40.0,39.0,0.0,1
44.0,2.0,80.0,0.0,42.0,-12.0,36.0,39.0,2.0,1
56.0,0.0,82.0,0.0,56.0,2.0,26.0,25.0,0.0,1
37.0,0.0,78.0,0.0,6.0,-13.0,42.0,73.0,32.0,1
41.0,0.0,83.0,0.0,38.0,-7.0,42.0,44.0,2.0,1
50.0,-2.0,82.0,0.0,50.0,0.0,32.0,33.0,0.0,1
37.0,2.0,94.0,0.0,8.0,-8.0,57.0,86.0,30.0,1
41.0,0.0,77.0,0.0,38.0,-15.0,37.0,39.0,2.0,1
56.0,0.0,95.0,0.0,38.0,-9.0,40.0,57.0,18.0,4
41.0,-3.0,82.0,2.0,42.0,0.0,41.0,41.0,0.0,1
52.0,0.0,84.0,3.0,52.0,0.0,32.0,32.0,0.0,1
49.0,1.0,79.0,0.0,50.0,10.0,31.0,30.0,0.0,1
37.0,0.0,77.0,0.0,8.0,12.0,40.0,70.0,30.0,1
49.0,0.0,85.0,0.0,50.0,11.0,36.0,36.0,0.0,1
56.0,0.0,97.0,0.0,42.0,0.0,40.0,55.0,14.0,4
44.0,1.0,107.0,0.0,44.0,3.0,63.0,63.0,0.0,1
83.0,0.0,86.0,0.0,-4.0,4.0,3.0,92.0,88.0,5
55.0,0.0,79.0,0.0,20.0,-12.0,24.0,59.0,34.0,4
56.0,0.0,97.0,0.0,46.0,12.0,41.0,50.0,10.0,4
44.0,-1.0,77.0,0.0,42.0,-15.0,33.0,35.0,2.0,1
37.0,0.0,108.0,0.0,30.0,-20.0,71.0,77.0,6.0,1
